Graph;Version;Graph - Ont check;len(Graph - Ont check);Ont - Graph check;len(Ont - Graph check);Graph set lenght;Ont set lenght
http://example.com/dbpedia_3-5;0;{'http://www.opengis.net/gml/_Feature', 'http://www.w3.org/2002/07/owl#ObjectProperty', 'http://www.w3.org/2002/07/owl#DatatypeProperty', 'http://www.w3.org/2002/07/owl#Ontology', 'http://www.w3.org/2002/07/owl#FunctionalProperty', 'http://www.w3.org/2002/07/owl#Class', 'http://www.w3.org/2002/07/owl#Thing'};7.0;{'http://dbpedia.org/ontology/CyclingLeague', 'http://dbpedia.org/ontology/VicePresident', 'http://dbpedia.org/ontology/VicePrimeMinister', 'http://dbpedia.org/ontology/HistoricBuilding', 'http://dbpedia.org/ontology/Deputy', 'http://dbpedia.org/ontology/BowlingLeague', 'http://dbpedia.org/ontology/Celebrity', 'http://dbpedia.org/ontology/Lieutenant', 'http://dbpedia.org/ontology/PaintballLeague', 'http://dbpedia.org/ontology/MountainPass', 'http://dbpedia.org/ontology/CurlingLeague', 'http://dbpedia.org/ontology/GolfLeague', 'http://dbpedia.org/ontology/BoxingLeague', 'http://dbpedia.org/ontology/RadioControlledRacingLeague', 'http://dbpedia.org/ontology/GeopoliticalOrganisation'};15.0;247.0;255.0
http://example.com/dbpedia_3-5-1;1;{'http://www.opengis.net/gml/_Feature', 'http://www.w3.org/2002/07/owl#ObjectProperty', 'http://www.w3.org/2002/07/owl#DatatypeProperty', 'http://www.w3.org/2002/07/owl#Ontology', 'http://www.w3.org/2002/07/owl#FunctionalProperty', 'http://www.w3.org/2002/07/owl#Class', 'http://www.w3.org/2002/07/owl#Thing'};7.0;{'http://dbpedia.org/ontology/CyclingLeague', 'http://dbpedia.org/ontology/VicePresident', 'http://dbpedia.org/ontology/VicePrimeMinister', 'http://dbpedia.org/ontology/GovernmentType', 'http://dbpedia.org/ontology/HistoricBuilding', 'http://dbpedia.org/ontology/Deputy', 'http://dbpedia.org/ontology/BowlingLeague', 'http://dbpedia.org/ontology/Celebrity', 'http://dbpedia.org/ontology/Lieutenant', 'http://dbpedia.org/ontology/PaintballLeague', 'http://dbpedia.org/ontology/MountainPass', 'http://dbpedia.org/ontology/CurlingLeague', 'http://dbpedia.org/ontology/Painting', 'http://dbpedia.org/ontology/BoxingLeague', 'http://dbpedia.org/ontology/GolfLeague', 'http://dbpedia.org/ontology/RadioControlledRacingLeague', 'http://dbpedia.org/ontology/CanadianFootballPlayer', 'http://dbpedia.org/ontology/GeopoliticalOrganisation'};18.0;246.0;257.0
http://example.com/dbpedia_3-6;2;{'http://www.opengis.net/gml/_Feature', 'http://www.w3.org/2002/07/owl#ObjectProperty', 'http://www.w3.org/2002/07/owl#DatatypeProperty', 'http://www.w3.org/2002/07/owl#Ontology', 'http://www.w3.org/2002/07/owl#FunctionalProperty', 'http://www.w3.org/2002/07/owl#Class', 'http://www.w3.org/2002/07/owl#Thing'};7.0;{'http://dbpedia.org/ontology/GovernmentType', 'http://dbpedia.org/ontology/CurlingLeague', 'http://dbpedia.org/ontology/PaintballLeague', 'http://dbpedia.org/ontology/Painting', 'http://dbpedia.org/ontology/Sculpture', 'http://dbpedia.org/ontology/Priest', 'http://dbpedia.org/ontology/CyclingLeague', 'http://dbpedia.org/ontology/VicePresident', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/VicePrimeMinister', 'http://dbpedia.org/ontology/Celebrity', 'http://dbpedia.org/ontology/Lieutenant', 'http://dbpedia.org/ontology/CanadianFootballPlayer', 'http://dbpedia.org/ontology/Arena', 'http://dbpedia.org/ontology/RadioControlledRacingLeague', 'http://dbpedia.org/ontology/GeopoliticalOrganisation', 'http://dbpedia.org/ontology/MountainPass', 'http://dbpedia.org/ontology/Atoll', 'http://dbpedia.org/ontology/Deputy', 'http://dbpedia.org/ontology/BowlingLeague', 'http://dbpedia.org/ontology/BoxingLeague', 'http://dbpedia.org/ontology/VoiceActor', 'http://dbpedia.org/ontology/Instrument'};23.0;256.0;272.0
http://example.com/dbpedia_3-7;3;{'http://www.opengis.net/gml/_Feature', 'http://schema.org/School', 'http://schema.org/Person', 'http://www.w3.org/2002/07/owl#ObjectProperty', 'http://www.w3.org/2002/07/owl#DatatypeProperty', 'http://schema.org/Product', 'http://schema.org/Library', 'http://www.w3.org/2002/07/owl#Ontology', 'http://schema.org/Festival', 'http://schema.org/CreativeWork', 'http://schema.org/SportsEvent', 'http://xmlns.com/foaf/0.1/Person', 'http://www.w3.org/2002/07/owl#Thing', 'http://schema.org/Museum', 'http://schema.org/MusicAlbum', 'http://schema.org/StadiumOrArena', 'http://schema.org/TVEpisode', 'http://schema.org/TelevisionStation', 'http://schema.org/City', 'http://schema.org/SkiResort', 'http://schema.org/CollegeOrUniversity', 'http://schema.org/RiverBodyOfWater', 'http://schema.org/Hotel', 'http://schema.org/Hospital', 'http://schema.org/RadioStation', 'http://www.w3.org/2002/07/owl#FunctionalProperty', 'http://schema.org/Park', 'http://schema.org/Continent', 'http://schema.org/Mountain', 'http://schema.org/SportsTeam', 'http://schema.org/WebPage', 'http://schema.org/Canal', 'http://schema.org/BodyOfWater', 'http://schema.org/Place', 'http://schema.org/ShoppingCenter', 'http://schema.org/Book', 'http://schema.org/MusicGroup', 'http://schema.org/GovernmentOrganization', 'http://schema.org/LandmarksOrHistoricalBuildings', 'http://schema.org/Movie', 'http://schema.org/Airport', 'http://schema.org/EducationalOrganization', 'http://schema.org/Country', 'http://schema.org/Language', 'http://schema.org/Organization', 'http://schema.org/MusicRecording', 'http://schema.org/LakeBodyOfWater', 'http://www.w3.org/2002/07/owl#Class', 'http://schema.org/Event', 'http://schema.org/Restaurant'};50.0;{'http://dbpedia.org/ontology/GovernmentType', 'http://dbpedia.org/ontology/Instrument', 'http://dbpedia.org/ontology/Asteroid', 'http://dbpedia.org/ontology/CurlingLeague', 'http://dbpedia.org/ontology/PaintballLeague', 'http://dbpedia.org/ontology/ChessPlayer', 'http://dbpedia.org/ontology/Painting', 'http://dbpedia.org/ontology/ChemicalElement', 'http://dbpedia.org/ontology/Sculpture', 'http://dbpedia.org/ontology/Priest', 'http://dbpedia.org/ontology/bibo:Book', 'http://dbpedia.org/ontology/CyclingLeague', 'http://dbpedia.org/ontology/VicePresident', 'http://dbpedia.org/ontology/VicePrimeMinister', 'http://dbpedia.org/ontology/Celebrity', 'http://dbpedia.org/ontology/Lieutenant', 'http://dbpedia.org/ontology/Pope', 'http://dbpedia.org/ontology/CanadianFootballPlayer', 'http://dbpedia.org/ontology/Arena', 'http://dbpedia.org/ontology/Ideology', 'http://dbpedia.org/ontology/GeopoliticalOrganisation', 'http://dbpedia.org/ontology/LawFirm', 'http://dbpedia.org/ontology/RadioControlledRacingLeague', 'http://dbpedia.org/ontology/SiteOfSpecialScientificInterest', 'http://dbpedia.org/ontology/Surname', 'http://dbpedia.org/ontology/Skyscraper', 'http://dbpedia.org/ontology/MountainPass', 'http://dbpedia.org/ontology/Gene', 'http://dbpedia.org/ontology/PolishKing', 'http://dbpedia.org/ontology/VolleyballPlayer', 'http://dbpedia.org/ontology/Atoll', 'http://dbpedia.org/ontology/Sales', 'http://dbpedia.org/ontology/Deputy', 'http://dbpedia.org/ontology/BowlingLeague', 'http://dbpedia.org/ontology/BoxingLeague', 'http://dbpedia.org/ontology/VoiceActor', 'http://dbpedia.org/ontology/Royalty'};37.0;332.0;319.0
http://example.com/dbpedia_3-8;4;{'http://www.opengis.net/gml/_Feature', 'http://schema.org/School', 'http://schema.org/Person', 'http://www.w3.org/2002/07/owl#ObjectProperty', 'http://www.w3.org/2002/07/owl#DatatypeProperty', 'http://schema.org/Product', 'http://schema.org/Library', 'http://www.w3.org/2002/07/owl#Ontology', 'http://schema.org/Festival', 'http://schema.org/CreativeWork', 'http://schema.org/SportsEvent', 'http://xmlns.com/foaf/0.1/Person', 'http://www.w3.org/2002/07/owl#Thing', 'http://schema.org/Museum', 'http://schema.org/MusicAlbum', 'http://schema.org/StadiumOrArena', 'http://schema.org/TVEpisode', 'http://schema.org/TelevisionStation', 'http://schema.org/City', 'http://schema.org/SkiResort', 'http://schema.org/CollegeOrUniversity', 'http://schema.org/RiverBodyOfWater', 'http://schema.org/Hotel', 'http://schema.org/Hospital', 'http://schema.org/RadioStation', 'http://www.w3.org/2002/07/owl#FunctionalProperty', 'http://schema.org/Park', 'http://schema.org/Continent', 'http://schema.org/Mountain', 'http://schema.org/SportsTeam', 'http://schema.org/WebPage', 'http://schema.org/Canal', 'http://schema.org/BodyOfWater', 'http://schema.org/Place', 'http://schema.org/ShoppingCenter', 'http://schema.org/Book', 'http://schema.org/MusicGroup', 'http://schema.org/GovernmentOrganization', 'http://schema.org/LandmarksOrHistoricalBuildings', 'http://schema.org/Movie', 'http://schema.org/AdministrativeArea', 'http://schema.org/Airport', 'http://schema.org/EducationalOrganization', 'http://schema.org/Country', 'http://schema.org/Language', 'http://schema.org/Organization', 'http://purl.org/ontology/bibo/Book', 'http://schema.org/MusicRecording', 'http://schema.org/LakeBodyOfWater', 'http://www.w3.org/2002/07/owl#Class', 'http://schema.org/Event', 'http://schema.org/Restaurant'};52.0;{'http://dbpedia.org/ontology/ComicBook', 'http://dbpedia.org/ontology/GovernmentType', 'http://dbpedia.org/ontology/Constellation', 'http://dbpedia.org/ontology/Asteroid', 'http://dbpedia.org/ontology/CurlingLeague', 'http://dbpedia.org/ontology/PaintballLeague', 'http://dbpedia.org/ontology/Decoration', 'http://dbpedia.org/ontology/Letter', 'http://dbpedia.org/ontology/ChessPlayer', 'http://dbpedia.org/ontology/Church', 'http://dbpedia.org/ontology/Painting', 'http://dbpedia.org/ontology/RugbyClub', 'http://dbpedia.org/ontology/ChemicalElement', 'http://dbpedia.org/ontology/TelevisionSeason', 'http://dbpedia.org/ontology/Sculpture', 'http://dbpedia.org/ontology/Priest', 'http://dbpedia.org/ontology/Mineral', 'http://dbpedia.org/ontology/Unknown', 'http://dbpedia.org/ontology/SoccerLeagueSeason', 'http://dbpedia.org/ontology/CyclingLeague', 'http://dbpedia.org/ontology/VicePresident', 'http://dbpedia.org/ontology/VicePrimeMinister', 'http://dbpedia.org/ontology/Celebrity', 'http://dbpedia.org/ontology/Lieutenant', 'http://dbpedia.org/ontology/Pope', 'http://dbpedia.org/ontology/ChristianPatriarch', 'http://dbpedia.org/ontology/ReligiousBuilding', 'http://dbpedia.org/ontology/CanadianFootballPlayer', 'http://dbpedia.org/ontology/Arena', 'http://dbpedia.org/ontology/TennisTournament', 'http://dbpedia.org/ontology/SambaSchool', 'http://dbpedia.org/ontology/Ideology', 'http://dbpedia.org/ontology/GeopoliticalOrganisation', 'http://dbpedia.org/ontology/RadioControlledRacingLeague', 'http://dbpedia.org/ontology/TopicalConcept', 'http://dbpedia.org/ontology/Surname', 'http://dbpedia.org/ontology/MountainPass', 'http://dbpedia.org/ontology/Artwork', 'http://dbpedia.org/ontology/Tax', 'http://dbpedia.org/ontology/NationalSoccerClub', 'http://dbpedia.org/ontology/PolishKing', 'http://dbpedia.org/ontology/VolleyballPlayer', 'http://dbpedia.org/ontology/Atoll', 'http://dbpedia.org/ontology/Flag', 'http://dbpedia.org/ontology/Deputy', 'http://dbpedia.org/ontology/TeamMember', 'http://dbpedia.org/ontology/BowlingLeague', 'http://dbpedia.org/ontology/BaseballTeam', 'http://dbpedia.org/ontology/SoccerTournament', 'http://dbpedia.org/ontology/Swimmer', 'http://dbpedia.org/ontology/BullFighter', 'http://dbpedia.org/ontology/BoxingLeague', 'http://dbpedia.org/ontology/Galaxy', 'http://dbpedia.org/ontology/VoiceActor', 'http://dbpedia.org/ontology/FormulaOneRacing', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/Instrument'};57.0;354.0;359.0
http://example.com/dbpedia_3-9;5;{'http://www.opengis.net/gml/_Feature', 'http://schema.org/School', 'http://schema.org/Person', 'http://www.w3.org/2002/07/owl#ObjectProperty', 'http://www.w3.org/2002/07/owl#DatatypeProperty', 'http://schema.org/Product', 'http://schema.org/Library', 'http://www.w3.org/2002/07/owl#Ontology', 'http://schema.org/Festival', 'http://schema.org/CreativeWork', 'http://schema.org/SportsEvent', 'http://xmlns.com/foaf/0.1/Person', 'http://www.w3.org/2002/07/owl#Thing', 'http://schema.org/Museum', 'http://schema.org/MusicAlbum', 'http://schema.org/StadiumOrArena', 'http://schema.org/TVEpisode', 'http://schema.org/TelevisionStation', 'http://schema.org/City', 'http://schema.org/SkiResort', 'http://schema.org/CollegeOrUniversity', 'http://schema.org/RiverBodyOfWater', 'http://schema.org/Hotel', 'http://schema.org/Hospital', 'http://schema.org/RadioStation', 'http://www.w3.org/2002/07/owl#FunctionalProperty', 'http://schema.org/Park', 'http://schema.org/Continent', 'http://schema.org/Mountain', 'http://schema.org/SportsTeam', 'http://schema.org/WebPage', 'http://schema.org/Canal', 'http://schema.org/BodyOfWater', 'http://schema.org/Place', 'http://schema.org/ShoppingCenter', 'http://schema.org/Book', 'http://schema.org/MusicGroup', 'http://schema.org/GovernmentOrganization', 'http://schema.org/LandmarksOrHistoricalBuildings', 'http://schema.org/Movie', 'http://schema.org/AdministrativeArea', 'http://schema.org/Airport', 'http://schema.org/EducationalOrganization', 'http://schema.org/Country', 'http://schema.org/Language', 'http://schema.org/Organization', 'http://purl.org/ontology/bibo/Book', 'http://dbpedia.org/ontology/SportsSeason', 'http://schema.org/MusicRecording', 'http://schema.org/LakeBodyOfWater', 'http://www.w3.org/2002/07/owl#Class', 'http://schema.org/Event', 'http://schema.org/Restaurant'};53.0;{'http://dbpedia.org/ontology/Cheese', 'http://dbpedia.org/ontology/Church', 'http://dbpedia.org/ontology/Painting', 'http://dbpedia.org/ontology/Sea', 'http://dbpedia.org/ontology/Unknown', 'http://dbpedia.org/ontology/SoccerLeagueSeason', 'http://dbpedia.org/ontology/WaterTower', 'http://dbpedia.org/ontology/VicePresident', 'http://dbpedia.org/ontology/VicePrimeMinister', 'http://dbpedia.org/ontology/ControlledDesignationOfOriginWine', 'http://dbpedia.org/ontology/LineOfFashion', 'http://dbpedia.org/ontology/GeopoliticalOrganisation', 'http://dbpedia.org/ontology/Municipality', 'http://dbpedia.org/ontology/Resume', 'http://dbpedia.org/ontology/Drama', 'http://dbpedia.org/ontology/Dog', 'http://dbpedia.org/ontology/CyclingCompetition', 'http://dbpedia.org/ontology/Factory', 'http://dbpedia.org/ontology/MovieGenre', 'http://dbpedia.org/ontology/PenaltyShootOut', 'http://dbpedia.org/ontology/MountainPass', 'http://dbpedia.org/ontology/NationalSoccerClub', 'http://dbpedia.org/ontology/PolishKing', 'http://dbpedia.org/ontology/Painter', 'http://dbpedia.org/ontology/DistrictWaterBoard', 'http://dbpedia.org/ontology/Novel', 'http://dbpedia.org/ontology/Watermill', 'http://dbpedia.org/ontology/Guitar', 'http://dbpedia.org/ontology/Installment', 'http://dbpedia.org/ontology/Swarm', 'http://dbpedia.org/ontology/Flag', 'http://dbpedia.org/ontology/Family', 'http://dbpedia.org/ontology/Manhua', 'http://dbpedia.org/ontology/Locality', 'http://dbpedia.org/ontology/Globularswarm', 'http://dbpedia.org/ontology/BowlingLeague', 'http://dbpedia.org/ontology/GovernmentalAdministrativeRegion', 'http://dbpedia.org/ontology/Referee', 'http://dbpedia.org/ontology/ClericalOrder', 'http://dbpedia.org/ontology/GovernmentType', 'http://dbpedia.org/ontology/Constellation', 'http://dbpedia.org/ontology/Intercommunality', 'http://dbpedia.org/ontology/Shrine', 'http://dbpedia.org/ontology/CollectionOfValuables', 'http://dbpedia.org/ontology/OldTerritory', 'http://dbpedia.org/ontology/FrenchLocality', 'http://dbpedia.org/ontology/Letter', 'http://dbpedia.org/ontology/NaturalRegion', 'http://dbpedia.org/ontology/Sculpture', 'http://dbpedia.org/ontology/Openswarm', 'http://dbpedia.org/ontology/TrackList', 'http://dbpedia.org/ontology/PublicServiceInput', 'http://dbpedia.org/ontology/District', 'http://dbpedia.org/ontology/Celebrity', 'http://dbpedia.org/ontology/Memorial', 'http://dbpedia.org/ontology/Territory', 'http://dbpedia.org/ontology/CanadianFootballPlayer', 'http://dbpedia.org/ontology/CityDistrict', 'http://dbpedia.org/ontology/Prefecture', 'http://dbpedia.org/ontology/Parish', 'http://dbpedia.org/ontology/Surname', 'http://dbpedia.org/ontology/SubMunicipality', 'http://dbpedia.org/ontology/Regency', 'http://dbpedia.org/ontology/GeologicalPeriod', 'http://dbpedia.org/ontology/BoardGame', 'http://dbpedia.org/ontology/ProtohistoricalPeriod', 'http://dbpedia.org/ontology/Polyhedron', 'http://dbpedia.org/ontology/PrehistoricalPeriod', 'http://dbpedia.org/ontology/PublicServiceOutput', 'http://dbpedia.org/ontology/Aristocrat', 'http://dbpedia.org/ontology/PeriodOfArtisticStyle', 'http://dbpedia.org/ontology/VoiceActor', 'http://dbpedia.org/ontology/Blazon', 'http://dbpedia.org/ontology/Windmill', 'http://dbpedia.org/ontology/Mill', 'http://dbpedia.org/ontology/PaintballLeague', 'http://dbpedia.org/ontology/Decoration', 'http://dbpedia.org/ontology/Deanery', 'http://dbpedia.org/ontology/Host', 'http://dbpedia.org/ontology/HotSpring', 'http://dbpedia.org/ontology/Community', 'http://dbpedia.org/ontology/Lieutenant', 'http://dbpedia.org/ontology/Pope', 'http://dbpedia.org/ontology/Monastery', 'http://dbpedia.org/ontology/Wine', 'http://dbpedia.org/ontology/Arena', 'http://dbpedia.org/ontology/Ideology', 'http://dbpedia.org/ontology/cidoccrm:E4_Period', 'http://dbpedia.org/ontology/BloodType', 'http://dbpedia.org/ontology/IranSettlement', 'http://dbpedia.org/ontology/RadioControlledRacingLeague', 'http://dbpedia.org/ontology/ChristianDoctrine', 'http://dbpedia.org/ontology/Temple', 'http://dbpedia.org/ontology/LightNovel', 'http://dbpedia.org/ontology/Comic', 'http://dbpedia.org/ontology/Province', 'http://dbpedia.org/ontology/Deputy', 'http://dbpedia.org/ontology/WindMotor', 'http://dbpedia.org/ontology/TeamMember', 'http://dbpedia.org/ontology/HistoricalPeriod', 'http://dbpedia.org/ontology/Listen', 'http://dbpedia.org/ontology/List', 'http://dbpedia.org/ontology/BullFighter', 'http://dbpedia.org/ontology/BoxingLeague', 'http://dbpedia.org/ontology/Camera', 'http://dbpedia.org/ontology/DigitalCamera', 'http://dbpedia.org/ontology/OverseasDepartment', 'http://dbpedia.org/ontology/Sculptor', 'http://dbpedia.org/ontology/FormulaOneRacing', 'http://dbpedia.org/ontology/Beer', 'http://dbpedia.org/ontology/Instrument', 'http://dbpedia.org/ontology/Treadmill', 'http://dbpedia.org/ontology/Pornstar', 'http://dbpedia.org/ontology/SystemOfLaw', 'http://dbpedia.org/ontology/NoteworthyPartOfBuilding', 'http://dbpedia.org/ontology/Asteroid', 'http://dbpedia.org/ontology/Abbey', 'http://dbpedia.org/ontology/SkiResort', 'http://dbpedia.org/ontology/Casino', 'http://dbpedia.org/ontology/CurlingLeague', 'http://dbpedia.org/ontology/ChemicalElement', 'http://dbpedia.org/ontology/Priest', 'http://dbpedia.org/ontology/PublicService', 'http://dbpedia.org/ontology/CyclingLeague', 'http://dbpedia.org/ontology/Professor', 'http://dbpedia.org/ontology/Opera', 'http://dbpedia.org/ontology/ChristianPatriarch', 'http://dbpedia.org/ontology/Deity', 'http://dbpedia.org/ontology/Imdb', 'http://dbpedia.org/ontology/SambaSchool', 'http://dbpedia.org/ontology/Mosque', 'http://dbpedia.org/ontology/Tax', 'http://dbpedia.org/ontology/Group', 'http://dbpedia.org/ontology/MultiVolumePublication', 'http://dbpedia.org/ontology/Atoll', 'http://dbpedia.org/ontology/Manhwa', 'http://dbpedia.org/ontology/BaseballTeam', 'http://dbpedia.org/ontology/Fashion', 'http://dbpedia.org/ontology/Synagogue', 'http://dbpedia.org/ontology/SoccerTournament', 'http://dbpedia.org/ontology/State', 'http://dbpedia.org/ontology/Department'};142.0;440.0;529.0
